Timestamp start,Timestamp end,Duration,Status,Code,Message,Comment,Service contract category,IEC category,Global contract category,Custom contract category
2022-01-03 08:44:16,2022-01-03 08:46:05,00:01:49,Stop,707,Stop battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2022-01-03 08:44:16,-,-,Informational,100060,Brake program 52,,,Full Performance,,
2022-01-03 08:46:05,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-03 08:46:05,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-03 08:48:05,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-03 08:48:40,2022-01-03 08:50:48,00:02:08,Stop,710,Battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2022-01-03 08:48:40,-,-,Informational,100030,Brake program 180,,,Technical Standby,,
2022-01-03 08:50:48,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-03 08:50:48,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2022-01-03 08:50:54,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-03 08:52:54,-,-,Informational,100140,System test 1,,,Technical Standby,,
2022-01-03 08:53:01,-,-,Informational,100150,System test 2,,,Technical Standby,,
2022-01-03 08:53:16,-,-,Informational,100160,System test 3,,,Technical Standby,,
2022-01-03 08:53:31,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-03 08:55:57,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-03 08:56:07,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-03 08:56:37,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-06 02:00:53,2022-01-06 02:01:40,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-06 02:00:53,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-06 02:00:54,2022-01-06 02:10:55,00:10:01,Stop,5760,Hydraulic oil flushing operation,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2022-01-06 02:00:54,-,-,Informational,100060,Brake program 52,,,Full Performance,,
2022-01-06 02:10:55,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-06 02:10:55,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-06 02:27:25,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-06 02:32:47,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-06 02:32:58,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-06 02:33:28,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-08 13:53:32,2022-01-08 13:53:46,00:00:14,Warning,6052,High yaw motor current,,Warnings (27),Full Performance,,
2022-01-08 13:53:36,2022-01-08 13:56:11,00:02:35,Warning,6054,Easy yaw,,Warnings (27),Full Performance,,
2022-01-08 13:53:58,2022-01-08 13:56:41,00:02:43,Stop,68,Deviation winddirection > 60°,,External stop (low wind speed)  (5),Out of Environmental Specification,10 (Ext) Environmental,
2022-01-08 13:53:58,-,-,Informational,100060,Brake program 52,,,Full Performance,,
2022-01-08 13:56:41,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-08 13:56:41,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-08 13:58:50,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-08 14:01:05,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-08 14:01:16,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-08 14:01:46,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-10 09:53:54,2022-01-10 09:56:12,00:02:18,Stop,710,Battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2022-01-10 09:53:54,-,-,Informational,100030,Brake program 180,,,Technical Standby,,
2022-01-10 09:56:12,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-10 09:56:12,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2022-01-10 09:56:17,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-10 09:58:25,-,-,Informational,100140,System test 1,,,Technical Standby,,
2022-01-10 09:58:31,-,-,Informational,100150,System test 2,,,Technical Standby,,
2022-01-10 09:58:46,-,-,Informational,100160,System test 3,,,Technical Standby,,
2022-01-10 09:59:01,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-10 10:01:19,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-10 10:01:30,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-10 10:02:00,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-12 07:20:03,2022-01-12 07:20:56,00:00:53,Stop,21,Manual stop - remote,,Remote stop (30),Forced outage,09 (Int) Fault,
2022-01-12 07:20:03,-,-,Informational,100050,Brake program 60,,,Technical Standby,,
2022-01-12 07:20:56,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-12 07:20:56,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2022-01-12 07:21:01,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-12 07:21:07,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-12 07:23:34,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-12 07:23:45,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-12 07:24:15,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-14 05:58:43,2022-01-14 05:59:31,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-14 05:58:43,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-14 05:59:31,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-14 05:59:31,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-14 08:33:00,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-14 08:34:45,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-14 08:34:55,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-14 08:35:25,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-14 09:57:22,2022-01-14 09:58:09,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-14 09:57:22,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-14 09:58:09,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-14 09:58:09,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-14 10:26:14,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-14 10:29:19,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-14 10:29:29,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-14 10:29:59,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-14 13:07:53,2022-01-14 13:08:41,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-14 13:07:53,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-14 13:08:41,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-14 13:08:41,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-14 20:19:03,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-14 20:21:22,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-14 20:21:33,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-14 20:22:03,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-15 00:11:18,2022-01-15 00:12:06,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-15 00:11:18,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-15 00:12:06,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-15 00:12:06,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-15 01:02:11,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-15 01:03:55,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-15 01:04:06,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-15 01:04:36,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-15 02:13:04,2022-01-15 02:13:51,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-15 02:13:04,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-15 02:13:51,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-15 02:13:51,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-15 03:14:20,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-15 03:16:35,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-15 03:16:45,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-15 03:17:15,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 10:47:09,2022-01-17 10:49:27,00:02:18,Stop,710,Battery test,,Operating states  (28),Technical Standby,13 (Int) Operating States,
2022-01-17 10:47:09,-,-,Informational,100030,Brake program 180,,,Technical Standby,,
2022-01-17 10:49:27,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 10:49:27,-,-,Informational,100110,Bypass limit switches,,,Full Performance,,
2022-01-17 10:49:32,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 10:51:39,-,-,Informational,100140,System test 1,,,Technical Standby,,
2022-01-17 10:51:46,-,-,Informational,100150,System test 2,,,Technical Standby,,
2022-01-17 10:52:01,-,-,Informational,100160,System test 3,,,Technical Standby,,
2022-01-17 10:52:16,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 10:54:26,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 10:54:37,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 10:55:07,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 14:43:37,2022-01-17 14:44:24,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-17 14:43:37,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-17 14:44:24,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 14:44:24,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 14:54:05,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 14:56:13,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 14:56:23,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 14:56:53,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 14:59:02,2022-01-17 14:59:50,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-17 14:59:02,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-17 14:59:50,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 14:59:50,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 15:03:06,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 15:04:30,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 15:04:40,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 15:05:10,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 15:32:55,2022-01-17 15:33:42,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-17 15:32:55,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-17 15:33:42,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 15:33:42,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 15:48:33,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 15:50:07,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 15:50:17,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 15:50:47,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 16:59:33,2022-01-17 17:00:21,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-17 16:59:33,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-17 17:00:21,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 17:00:21,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 17:28:49,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 17:30:32,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 17:30:43,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 17:31:13,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-17 18:31:38,2022-01-17 18:32:26,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-17 18:31:38,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-17 18:32:26,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-17 18:32:26,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-17 18:58:20,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-17 19:01:01,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-17 19:01:11,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-17 19:01:41,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 03:20:31,2022-01-23 03:21:19,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 03:20:31,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 03:21:19,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 03:21:19,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 03:38:18,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 03:44:53,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 03:45:03,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 03:45:33,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 04:35:36,2022-01-23 04:36:24,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 04:35:36,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 04:36:24,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 04:36:24,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 04:49:50,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 04:57:24,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 04:57:34,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 04:58:04,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 05:16:49,2022-01-23 05:17:36,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 05:16:49,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 05:17:36,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 05:17:36,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 05:33:24,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 05:37:27,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 05:37:38,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 05:38:08,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 05:38:56,2022-01-23 05:39:43,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 05:38:56,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 05:39:43,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 05:39:43,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 10:57:28,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 10:59:47,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 10:59:58,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 11:00:28,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 11:04:58,2022-01-23 11:05:45,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 11:04:58,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 11:05:45,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 11:05:45,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 11:13:00,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 11:14:37,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 11:14:47,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 11:15:17,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 14:40:26,2022-01-23 14:41:14,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 14:40:26,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 14:41:14,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 14:41:14,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 14:45:06,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 14:46:54,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 14:47:04,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 14:47:34,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 15:48:09,2022-01-23 15:48:56,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 15:48:09,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 15:48:56,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 15:48:56,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 15:52:30,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 15:54:08,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 15:54:18,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 15:54:48,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 16:26:10,2022-01-23 16:26:58,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 16:26:10,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 16:26:58,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 16:26:58,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 17:04:11,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 17:06:27,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 17:06:38,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 17:07:08,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 17:36:45,2022-01-23 17:37:33,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 17:36:45,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 17:37:33,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 17:37:33,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 17:42:11,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 17:47:50,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 17:48:00,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 17:48:30,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 18:09:37,2022-01-23 18:10:25,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 18:09:37,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 18:10:25,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 18:10:25,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 18:28:14,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 18:30:25,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 18:30:35,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 18:31:05,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 18:43:21,2022-01-23 18:44:09,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 18:43:21,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 18:44:09,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 18:44:09,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 19:33:32,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 19:35:57,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 19:36:08,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 19:36:38,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 20:20:49,2022-01-23 20:21:37,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 20:20:49,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 20:21:37,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 20:21:37,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 20:29:45,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 20:31:24,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 20:31:34,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 20:32:04,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 20:48:07,2022-01-23 20:48:55,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 20:48:07,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 20:48:55,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 20:48:55,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 21:02:04,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 21:03:41,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 21:03:52,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 21:04:22,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 21:22:37,2022-01-23 21:23:25,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 21:22:37,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 21:23:25,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 21:23:25,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 21:31:21,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 21:32:39,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 21:32:50,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 21:33:20,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 21:39:21,2022-01-23 21:40:09,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 21:39:21,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 21:40:09,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 21:40:09,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 21:46:50,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 21:48:53,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 21:49:03,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 21:49:33,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 21:58:07,2022-01-23 21:58:55,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 21:58:07,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 21:58:55,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 21:58:55,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 22:21:15,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 22:22:45,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 22:22:55,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 22:23:25,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 22:29:59,2022-01-23 22:30:47,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 22:29:59,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 22:30:47,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 22:30:47,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 22:34:45,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 22:41:24,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 22:41:35,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 22:42:05,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-23 22:44:47,2022-01-23 22:45:35,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-23 22:44:47,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-23 22:45:35,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-23 22:45:35,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-23 23:01:34,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-23 23:03:09,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-23 23:03:19,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-23 23:03:49,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-24 01:44:53,2022-01-24 01:45:41,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-24 01:44:53,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-24 01:45:41,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
2022-01-24 01:45:41,-,-,Informational,100130,Automatic start-up,,,Full Performance,,
2022-01-24 02:57:08,-,-,Informational,100180,Run-up,,,Technical Standby,,
2022-01-24 02:58:50,-,-,Informational,100190,Mains connection,,,Full Performance,,
2022-01-24 02:59:00,-,-,Informational,100200,Mains run-up,,,Full Performance,,
2022-01-24 02:59:30,-,-,Informational,100210,Mains operation,,,Full Performance,,
2022-01-24 03:02:15,2022-01-24 03:03:03,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification,,
2022-01-24 03:02:15,-,-,Informational,100070,Brake program 50,,,Out of Environmental Specification,,
2022-01-24 03:03:03,-,-,Informational,0,System OK,,System OK (32),Full Performance,,
